type,stimFormat,stimFormat_actual,ITI,fixation,ISI,presTime,keyboard,key,responseWindow,responseWindow_actual,bgColor,textColor,feedback,feedbackTime,randomBlock,randomPick,N1_Gen,N2_Gen,N2_Animacy,Acc / UnAcc,VS / SV,violation type,stim1,stim2,stim3,stim4,stim5,sentence
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,sv,Num,המכונה,ליד,האישה,נשברות,,המכונה ליד האישה נשברות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,vs,Num,נשברות,המכונה,ליד,האישה,,נשברות המכונה ליד האישה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,sv,NumGen,המכונה,ליד,האישה,נשברים,,המכונה ליד האישה נשברים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,2,1,F,F,Animate,unAcc ,vs,NumGen,נשברים,המכונה,ליד,האישה,,נשברים המכונה ליד האישה  
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,sv,-,המשאית ,ליד,התיבה,גוררת,את הרכב,המשאית  ליד התיבה גוררת את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,vs,-,גוררת,המשאית ,ליד,התיבה,את הרכב,גוררת המשאית  ליד התיבה את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,sv,-,המשאית ,ליד,התיבה,גוררת,את הרכב,המשאית  ליד התיבה גוררת את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,vs,-,גוררת,המשאית ,ליד,התיבה,את הרכב,גוררת המשאית  ליד התיבה את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,sv,-,המשאית ,ליד,התיבה,גוררת,את הרכב,המשאית  ליד התיבה גוררת את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,vs,-,גוררת,המשאית ,ליד,התיבה,את הרכב,גוררת המשאית  ליד התיבה את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,sv,Gen,המשאית ,ליד,התיבה,גורר,את הרכב,המשאית  ליד התיבה גורר את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,vs,Gen,גורר,המשאית ,ליד,התיבה,את הרכב,גורר המשאית  ליד התיבה את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,sv,Num,המשאית ,ליד,התיבה,גוררות,את הרכב,המשאית  ליד התיבה גוררות את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,vs,Num,גוררות,המשאית ,ליד,התיבה,את הרכב,גוררות המשאית  ליד התיבה את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,sv,NumGen,המשאית ,ליד,התיבה,גוררים,את הרכב,המשאית  ליד התיבה גוררים את הרכב 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,3,1,F,F,Inanimate,Acc ,vs,NumGen,גוררים,המשאית ,ליד,התיבה,את הרכב,גוררים המשאית  ליד התיבה את הרכב 
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,sv,-,המשאית ,ליד,התיבה,מתפרקת,,המשאית  ליד התיבה מתפרקת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,vs,-,מתפרקת,המשאית ,ליד,התיבה,,מתפרקת המשאית  ליד התיבה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,sv,-,המשאית ,ליד,התיבה,מתפרקת,,המשאית  ליד התיבה מתפרקת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,vs,-,מתפרקת,המשאית ,ליד,התיבה,,מתפרקת המשאית  ליד התיבה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,sv,-,המשאית ,ליד,התיבה,מתפרקת,,המשאית  ליד התיבה מתפרקת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,vs,-,מתפרקת,המשאית ,ליד,התיבה,,מתפרקת המשאית  ליד התיבה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,sv,Gen,המשאית ,ליד,התיבה,מתפרק,,המשאית  ליד התיבה מתפרק  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,vs,Gen,מתפרק,המשאית ,ליד,התיבה,,מתפרק המשאית  ליד התיבה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,sv,Num,המשאית ,ליד,התיבה,מתפרקות,,המשאית  ליד התיבה מתפרקות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,vs,Num,מתפרקות,המשאית ,ליד,התיבה,,מתפרקות המשאית  ליד התיבה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,sv,NumGen,המשאית ,ליד,התיבה,מתפרקים,,המשאית  ליד התיבה מתפרקים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,4,1,F,F,Inanimate,unAcc ,vs,NumGen,מתפרקים,המשאית ,ליד,התיבה,,מתפרקים המשאית  ליד התיבה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,sv,-,המכונית,ליד,העץ,עוצרת,,המכונית ליד העץ עוצרת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,vs,-,עוצרת,המכונית,ליד,העץ,,עוצרת המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,sv,-,המכונית,ליד,העץ,עוצרת,,המכונית ליד העץ עוצרת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,vs,-,עוצרת,המכונית,ליד,העץ,,עוצרת המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,sv,-,המכונית,ליד,העץ,עוצרת,,המכונית ליד העץ עוצרת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,vs,-,עוצרת,המכונית,ליד,העץ,,עוצרת המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,sv,Gen,המכונית,ליד,העץ,עוצר,,המכונית ליד העץ עוצר  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,vs,Gen,עוצר,המכונית,ליד,העץ,,עוצר המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,sv,Num,המכונית,ליד,העץ,עוצרות,,המכונית ליד העץ עוצרות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,vs,Num,עוצרות,המכונית,ליד,העץ,,עוצרות המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,sv,NumGen,המכונית,ליד,העץ,עוצרים,,המכונית ליד העץ עוצרים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,5,1,F,M,Inanimate,Acc ,vs,NumGen,עוצרים,המכונית,ליד,העץ,,עוצרים המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,sv,-,המכונית,ליד,העץ,נכבת,,המכונית ליד העץ נכבת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,vs,-,נכבת,המכונית,ליד,העץ,,נכבת המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,sv,-,המכונית,ליד,העץ,נכבת,,המכונית ליד העץ נכבת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,vs,-,נכבת,המכונית,ליד,העץ,,נכבת המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,sv,-,המכונית,ליד,העץ,נכבת,,המכונית ליד העץ נכבת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,vs,-,נכבת,המכונית,ליד,העץ,,נכבת המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,sv,Gen,המכונית,ליד,העץ,נכבה,,המכונית ליד העץ נכבה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,vs,Gen,נכבה,המכונית,ליד,העץ,,נכבה המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,sv,Num,המכונית,ליד,העץ,נכבות,,המכונית ליד העץ נכבות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,vs,Num,נכבות,המכונית,ליד,העץ,,נכבות המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,sv,NumGen,המכונית,ליד,העץ,נכבים,,המכונית ליד העץ נכבים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,6,1,F,M,Inanimate,unAcc ,vs,NumGen,נכבים,המכונית,ליד,העץ,,נכבים המכונית ליד העץ  
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,-,המכונה,של,הפקיד,שוקלת,את התיקים,המכונה של הפקיד שוקלת את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,-,שוקלת,המכונה,של,הפקיד,את התיקים,שוקלת המכונה של הפקיד את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,-,המכונה,של,הפקיד,שוקלת,את התיקים,המכונה של הפקיד שוקלת את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,-,שוקלת,המכונה,של,הפקיד,את התיקים,שוקלת המכונה של הפקיד את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,-,המכונה,של,הפקיד,שוקלת,את התיקים,המכונה של הפקיד שוקלת את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,-,שוקלת,המכונה,של,הפקיד,את התיקים,שוקלת המכונה של הפקיד את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,Gen,המכונה,של,הפקיד,שוקל,את התיקים,המכונה של הפקיד שוקל את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,Gen,שוקל,המכונה,של,הפקיד,את התיקים,שוקל המכונה של הפקיד את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,Num,המכונה,של,הפקיד,שוקלות,את התיקים,המכונה של הפקיד שוקלות את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,Num,שוקלות,המכונה,של,הפקיד,את התיקים,שוקלות המכונה של הפקיד את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,NumGen,המכונה,של,הפקיד,שוקלים,את התיקים,המכונה של הפקיד שוקלים את התיקים 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,7,1,F,M,Animate,Acc ,sv,NumGen,שוקלים,המכונה,של,הפקיד,את התיקים,שוקלים המכונה של הפקיד את התיקים 
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,-,המכונה,של,הפקיד,נדלקת,,המכונה של הפקיד נדלקת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,-,נדלקת,המכונה,של,הפקיד,,נדלקת המכונה של הפקיד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,-,המכונה,של,הפקיד,נדלקת,,המכונה של הפקיד נדלקת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,-,נדלקת,המכונה,של,הפקיד,,נדלקת המכונה של הפקיד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,-,המכונה,של,הפקיד,נדלקת,,המכונה של הפקיד נדלקת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,-,נדלקת,המכונה,של,הפקיד,,נדלקת המכונה של הפקיד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,Gen,המכונה,של,הפקיד,נדלק,,המכונה של הפקיד נדלק  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,Gen,נדלק,המכונה,של,הפקיד,,נדלק המכונה של הפקיד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,Num,המכונה,של,הפקיד,נדלקות,,המכונה של הפקיד נדלקות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,Num,נדלקות,המכונה,של,הפקיד,,נדלקות המכונה של הפקיד  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,NumGen,המכונה,של,הפקיד,נדלקים,,המכונה של הפקיד נדלקים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,8,1,F,M,Animate,unAcc ,sv,NumGen,נדלקים,המכונה,של,הפקיד,,נדלקים המכונה של הפקיד  
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,sv,-,המכשיר,ליד,האיש,מוביל,את המזוודות,המכשיר ליד האיש מוביל את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,vs,-,מוביל,המכשיר,ליד,האיש,את המזוודות,מוביל המכשיר ליד האיש את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,sv,-,המכשיר,ליד,האיש,מוביל,את המזוודות,המכשיר ליד האיש מוביל את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,vs,-,מוביל,המכשיר,ליד,האיש,את המזוודות,מוביל המכשיר ליד האיש את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,sv,-,המכשיר,ליד,האיש,מוביל,את המזוודות,המכשיר ליד האיש מוביל את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,vs,-,מוביל,המכשיר,ליד,האיש,את המזוודות,מוביל המכשיר ליד האיש את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,sv,Gen,המכשיר,ליד,האיש,מובילה,את המזוודות,המכשיר ליד האיש מובילה את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,vs,Gen,מובילה,המכשיר,ליד,האיש,את המזוודות,מובילה המכשיר ליד האיש את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,sv,Num,המכשיר,ליד,האיש,מובילים,את המזוודות,המכשיר ליד האיש מובילים את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,vs,Num,מובילים,המכשיר,ליד,האיש,את המזוודות,מובילים המכשיר ליד האיש את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,sv,NumGen,המכשיר,ליד,האיש,מובילות,את המזוודות,המכשיר ליד האיש מובילות את המזוודות 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,9,1,M,M,Animate,Acc ,vs,NumGen,מובילות,המכשיר,ליד,האיש,את המזוודות,מובילות המכשיר ליד האיש את המזוודות 
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,sv,-,המכשיר,של,האיש,מתפרק,,המכשיר של האיש מתפרק  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,vs,-,מתפרק,המכשיר,של,האיש,,מתפרק המכשיר של האיש  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,sv,-,המכשיר,של,האיש,מתפרק,,המכשיר של האיש מתפרק  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,vs,-,מתפרק,המכשיר,של,האיש,,מתפרק המכשיר של האיש  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,sv,-,המכשיר,של,האיש,מתפרק,,המכשיר של האיש מתפרק  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,vs,-,מתפרק,המכשיר,של,האיש,,מתפרק המכשיר של האיש  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,sv,Gen,המכשיר,של,האיש,מתפרקת,,המכשיר של האיש מתפרקת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,vs,Gen,מתפרקת,המכשיר,של,האיש,,מתפרקת המכשיר של האיש  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,sv,Num,המכשיר,של,האיש,מתפרקים,,המכשיר של האיש מתפרקים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,vs,Num,מתפרקים,המכשיר,של,האיש,,מתפרקים המכשיר של האיש  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,sv,NumGen,המכשיר,של,האיש,מתפרקות,,המכשיר של האיש מתפרקות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,10,1,M,M,Animate,unAcc ,vs,NumGen,מתפרקות,המכשיר,של,האיש,,מתפרקות המכשיר של האיש  
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,sv,-,הטרקטור,ליד,השלט,גורר,את המכונית,הטרקטור ליד השלט גורר את המכונית 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,vs,-,גורר,הטרקטור,ליד,השלט,את המכונית,גורר הטרקטור ליד השלט את המכונית 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,sv,-,הטרקטור,ליד,השלט,גורר,את המכונית,הטרקטור ליד השלט גורר את המכונית 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,vs,-,גורר,הטרקטור,ליד,השלט,את המכונית,גורר הטרקטור ליד השלט את המכונית 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,sv,-,הטרקטור,ליד,השלט,גורר,את המכונית,הטרקטור ליד השלט גורר את המכונית 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,vs,-,גורר,הטרקטור,ליד,השלט,את המכונית,גורר הטרקטור ליד השלט את המכונית 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,sv,Gen,הטרקטור,ליד,השלט,גוררת,את המכונית,הטרקטור ליד השלט גוררת את המכונית 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,vs,Gen,גוררת,הטרקטור,ליד,השלט,את המכונית,גוררת הטרקטור ליד השלט את המכונית 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,sv,Num,הטרקטור,ליד,השלט,גוררים,את המכונית,הטרקטור ליד השלט גוררים את המכונית 
